text,aspect,label
Owner must have coem on this website to give himself credit.,Owner,neutral
We could only get through an appetizer and cheese fondue.,appetizer,neutral
"A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.",entrees,neutral
"Over the years the host, Vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor.",crew,positive
"However, service was as plain as sesame crusted Salmon I had.",sesame crusted Salmon,neutral
As we were sitting eating the subpar food the manager proceeded to berate a couple of his employees for putting out the wrong containers for condiments and explained to them how expensive these containers were.,containers,neutral
"I recommend the garlic shrimp, okra (bindi), and anything with lamb.",okra (bindi),positive
"The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.",environment,positive
"The corned beef and pastrami are excellent, much less fatty than those big tourist places around Times Square.",corned beef,positive
Service is not what one would expect from a joint in this price category.,price category,negative
The food is above average for midtown and sligtly better than some of the other Heartland Breweries in the city.,food,positive
The quail was fantastic and unique and the pastas were full of flavor.,pastas,positive
"If you're looking for a place to sit down, have a drink and conversations with friends, go to sweet-n-tart and order yourself a hong-kong styled milk and tea with tapioca pearls (hot).",tea with tapioca pearls (hot),positive
"Despite the fact that the space is large, they've overcrowded the floor with tables.",space,positive
but the service was a bit slow.,service,negative
We ordered a tuna melt - it came with out cheese which just made it a tuna sandwich.,cheese,neutral
"THR AT MOSHPHERE IS COMPACT, MODERN, YET COZY.",AT MOSHPHERE,positive
"But, they were too big for the bun.",bun,neutral
"We all ate pasta entre'es, which were great.",pasta entre'es,positive
"When we notified him that he didn't mention the specials, he didn't apologize but let us know that we made a very good decision regardless.",specials,neutral
Service was slow had to wait to order and get food although not crowded.,food,neutral
"To begin, we were told there was a 30 minute wait and started to leave, when the hostess offered to call us on our cell phone when the table was ready.",table,positive
"Try the Pad Thai, it's fabulous and their prices are so cheap!",prices,positive
I'd call it an 'italian dinner'.,dinner,neutral
I liked the beer selection!,beer selection,positive
The service was friendly and the atmosphere was casual.,service,positive
The workers there also absolutely load the bagel with cream cheese (gets a little messy).,cream cheese,neutral
"The food inludes famous scrumptious bombay style chaat such as bhelpuri, sevpuri and samosa chaats, as well as other great indian appetizers.",indian appetizers,positive
"My friends and I experienced amazing cheese and a delicious, new summer menu at Artisanal last night.",menu,positive
"It's like they took leftover chicken, poured oil and sprinkled pepper powder over it (the sauce was translucent and red).",sauce,negative
The service is descent even when this small place is packed.,place,negative
"You rarely have to wait for a seat and the currys (masaman, green, red) are full of flavor and come super spicy if you ask for it.",flavor,positive
"When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.",main dining room,positive
"The beverages were excellent, and the dessert was good.",beverages,positive
I went to Del Frisco's Friday night with my boyfriend for an 8:00 reservation.,reservation,neutral
"Since it literally is a complete hole in the wall, it's a bit intimidating at first, but you get over that very quickly as soon as the friendly staff welcomes you - don't hesitate to ask for help with what to get.",staff,positive
"this is the best secret place in midtown', I heard that from the bartender, after having brilliant food ( try steak with portobello mushrooms) and drinks on the bar last Tuesday.",drinks,positive
We've never had any problems with the staff but maybe we've been lucky?,staff,positive
"They have it all -- great price, food, and service.",service,positive
"Even if the food wasn't this good, the garden is a great place to sit outside and relax.",garden,positive
The photos of the restaurant in its web site are way better than the real look.,look,negative
The pizza was delivered cold and the cheese wasn't even fully melted!,cheese,negative
I just wonder how you can have such a delicious meal for such little money.,meal,positive
