"@id","text","aspectTerms__aspectTerm__@from","aspectTerms__aspectTerm__@polarity","aspectTerms__aspectTerm__@term","aspectTerms__aspectTerm__@to","aspectCategories__aspectCategory__@category","aspectCategories__aspectCategory__@polarity"
"","","","","","","price","negative"
"795","Obsluha je příjemná (ale asi by mohly být více profesionální), avšak hodnota utracených peněz je adekvátní tomu co obdržím","88","neutral","peněz","93","price","neutral"
"793","Obsluha dobrá , dali jsme si Hovězí líčka","29","neutral","Hovězí líčka","41","food","neutral"
"","","0","positive","Obsluha","7","service","positive"
"10280","nakonec jsme si dopily jen to jedno pivo a sly k baru platit. to koukal...smutne. chtela jsem po nem kontakt ze si budu stezovat. dal mi vizitku a usmal se na me. ale ze si se mnou nechtel povidat vic mu nezapomenu.","","","","","service","negative"
"792","Objednali jsme si nakonec jen kávu a borůvkový koláč","30","neutral","kávu","34","food","neutral"
"","","37","neutral","borůvkový koláč","52","",""
"10289","Vždy když jedem přes Kroměříž máme zastávku v restauraci Sport.","46","neutral","restauraci","56","anecdotes/miscellaneous","neutral"
"1639","Vzhledem k tomu, jak dlouho jsme čekali na pití, bylo to celkem rychlé","43","neutral","pití","47","food","neutral"
"","","","","","","service","positive"
"10285","Ale někdy k nim zajdu na vegetariánské dobroty","25","positive","vegetariánské dobroty","46","food","positive"
"1638","Vytrpěli jsme pivo - bylo teplé a skoro nepitelné (přišli jsme se začátkem otevírací doby v 17,00 a to bylo ještě asi v trubkách)","14","negative","pivo","18","food","negative"
"10286","Po jednom steaku za 900 bychom očekávali lepší servis.","10","neutral","steaku","16","food","neutral"
"","","","","","","service","negative"
"1637","Vřele doporučujeme","","","","","anecdotes/miscellaneous","positive"
"10287","Super jídlo za úžasnou cenu v centru. Kdo si chce pochutnat a dobře se najíst tak zavítejte sem. Fakt Dobré.","6","positive","jídlo","11","food","positive"
"10288","Dnes jsem po půl roce navštívil se svou přítelkyní hotel Valnovka.","51","neutral","hotel","56","anecdotes/miscellaneous","neutral"
"1634","Varujeme všechny, kteří by snad chtěli tento ""podnik"" navštívit","46","negative","podnik","52","",""
"1633","Už nikdy","","","","","anecdotes/miscellaneous","negative"
"1632","Ten vohon vubec nestihal","4","negative","vohon","9","service","negative"
"1631","Takový to ""kulinářský"" zážitek bychom v životě už nechtěli zažít","11","negative","kulinářský","21","food","negative"
"1630","Takovou hrůzu jsme ještě neviděli","","","","","anecdotes/miscellaneous","negative"
"781","Nnei tedy k zamysleni, jak je to mozne, vzdyt restaurace o vikendech dokaze uvarit az 300 jidel, to mate tolik svickove a hoveziho zadniho? Snad kazdy si musi uvedomit, ze pravda o Bio chovu, je jen skvely marketingovy tah z poradu Ano,sefe","111","neutral","svickove","119","food","neutral"
"","","90","neutral","jidel","95","anecdotes/miscellaneous","neutral"
"","","181","neutral","Bio chovu","190","",""
"","","122","neutral","hoveziho zadniho","138","",""
"","","46","neutral","restaurace","56","",""
"782","No prostě hrozný, musel sem se nasrat, protože nám zkazili celý víkend","","","","","anecdotes/miscellaneous","negative"
"783","No, nebudu to protahovat, jídlo fádní, za ty prachy hóóódně obyčejné","26","negative","jídlo","31","food","negative"
"","","45","negative","prachy","51","price","negative"
"784","Nový šéfkuchař Jan Beneš se moc nevyznamenal","5","negative","šéfkuchař","14","service","negative"
"786","nyní nehoráznost - v šumavské vísce si hrají na Imperial, a to jak cenou, tak i porcemi","67","negative","cenou","72","food","negative"
"","","80","negative","porcemi","87","price","negative"
"787","O chodu restaurace uz davno nema sebemensi tuseni a zajimaji ho jen vydelky a vubec ne starosti s restauraci a s chodem restaurace","120","negative","restaurace","130","anecdotes/miscellaneous","negative"
"","","8","negative","restaurace","18","",""
"","","98","negative","restauraci","108","",""
"1671","miniřízečky čerstvě upečené v inzerovaném množství i s hranolky, omáčkou a kečupem byly vynikající","75","positive","kečupem","82","food","positive"
"","","55","positive","hranolky","63","",""
"","","65","positive","omáčkou","72","",""
"","","0","positive","miniřízečky","11","",""
"1661","Drzost majitele,pingla i uklízeče v jedné osobě nezná mezí-do telefonu mi tvrdil,že na mě nemá čas,protože má plný lokál","16","negative","pingla","22","service","negative"
"","","7","negative","majitele","15","anecdotes/miscellaneous","neutral"
"","","115","neutral","lokál","120","",""
"","","25","negative","uklízeče","33","",""
"1662","Je pravda, že jsme už několikrát zažili, jak odmítal zákazníky s voucherem a bez rezervace, a to nebyl tak veselý, nicméně říkal, že opravdu potřebuje rezervaci předem, aby podle toho objednal maso","65","negative","voucherem","74","food","neutral"
"","","193","neutral","maso","197","anecdotes/miscellaneous","negative"
"1663","Je to náš oblíbený podnik, rádi sem chodíme s voucherem i bez, kuchyně je výborná, pivo je taky fajn, a atmosféra je velice příjemná, pan majitel je veselý","19","positive","podnik","25","food","positive"
"","","83","positive","pivo","87","service","positive"
"","","46","neutral","voucherem","55","ambience","positive"
"","","104","positive","atmosféra","113","anecdotes/miscellaneous","positive"
"","","138","positive","majitel","145","",""
"","","63","positive","kuchyně","70","",""
"1664","Jednoznačně nedoporučuji návštěvu, za ty peníze nám to nestálo","41","negative","peníze","47","price","negative"
"","","","","","","anecdotes/miscellaneous","negative"
"1666","Jídlo a pivo vynikající, obsluha rovněž tak","0","positive","Jídlo","5","food","positive"
"","","8","positive","pivo","12","service","positive"
"","","25","positive","obsluha","32","",""
"1668","Kuřecí řízečky si představuji poněkud jinak než jako nerozklepané neupravené kusy masa","82","negative","masa","86","food","negative"
"","","0","negative","Kuřecí řízečky","14","",""
"1669","Měl jsem Eidam z voucheru","9","neutral","Eidam","14","food","neutral"
"","","17","neutral","voucheru","25","anecdotes/miscellaneous","neutral"
"773","Není to o Pohlraichovi, je to o zákaznících a takový, jako jsi ty gastro pouze kazí","","","","","",""
"770","Nemohu hodnotit kvalitu jídla, protože tak daleko jsem se v rámci rodinné oslavy nedostal","24","neutral","jídla","29","food","neutral"
"779","Nikde se nám nestalo, tak jako v této hospodě, že nám číšník zakázal vstup","54","negative","číšník","60","service","negative"
"","","38","negative","hospodě","45","anecdotes/miscellaneous","negative"
"1652","a to ve chvíli,kdy jsem stál před hospodou,ve které sedělo 7!! lidí","34","negative","hospodou","42","anecdotes/miscellaneous","negative"
"1651","5) Na nás sice pán nebyl protivný, jak píšou ostatní, ale ta jeho ""rychlost","15","negative","pán","18","service","negative"
"1656","Bohužel souhlasím s většinou","","","","","anecdotes/miscellaneous","negative"
"1657","Čtyři chlapi s poukázkou na hromadu pečených kuřecích křídel - křídla opravdu chutná v množství velmi dostatečném, pivo mělo říz a chutnalo, obsluhoval sám majitel - velmi příjemný a vstřícný chlapík neustále v dobré náladě a s úsměvem ve tváři","45","neutral","kuřecích křídel","60","food","positive"
"","","115","positive","pivo","119","service","positive"
"","","156","positive","majitel","163","",""
"","","63","positive","křídla","69","",""
"1654","a výsledek byl, že jsme voucher na steaky raději nechali propadnout","","","","","anecdotes/miscellaneous","negative"
"1655","Asi se budu vymykat zdejšímu hodnocení, ale navštívil jsem zmiňovanou stylovou restauraci s manželkou a mohu o službách, kterých se nám dostalo pět jen samou chválu","79","positive","restauraci","89","anecdotes/miscellaneous","positive"
"1658","do restaurace jsem jen volala ohledne rezervace a už během hovoru mne (nejspiš majitel) odradil od navštěvy, nepachnu tam, ten arogantni ton se kterym se mnou pan mluvil a jako kdybych ho obtezovala tim ze mu volam a chci si rezervovat stul","3","negative","restaurace","13","service","negative"
"","","79","negative","majitel","86","anecdotes/miscellaneous","negative"
"1659","Do tehle hospudky chodime pomerne pravidelne a radi, a kdyz odpustime pomalejsi obsluhu (pan majitel obsluhuje sam), nemame vyhrad","9","positive","hospudky","17","service","negative"
"","","80","negative","obsluhu","87","anecdotes/miscellaneous","positive"
"","","93","negative","majitel","100","",""
"765","nejlepší restaurace v České republice, a co se týče jídla v TOP 10 na 7.místě, asi o něčem svědčí","9","positive","restaurace","19","food","positive"
"","","52","positive","jídla","57","anecdotes/miscellaneous","positive"
"760","Nechápu, že lidi věří, že steaky tam dělají z masa vlastního chovu","26","negative","steaky","32","food","negative"
"","","46","negative","masa","50","",""
"761","Nechci předpovídat špatné časy ale většina lidí v dnešní době otočí korunu dvakrát v ruce než ji vydá a ceny které Vám doporučil Polreich, v našich končinách nejsou obvyklé a pro obyčejné lidi těžko dostupné","104","negative","ceny","108","price","negative"
"762","Nechtejte to ani po kucharich a cisnicih, kteri pro vas behaji mnohdy i 13 hodin denne","32","neutral","cisnicih","40","",""
"","","20","neutral","kucharich","29","",""
"1691","Příjemné prostředí i obsluha,dobré jídlo i pivko,nemám si na co stěžovat","43","positive","pivko","48","food","positive"
"","","21","positive","obsluha","28","service","positive"
"","","35","positive","jídlo","40","ambience","positive"
"","","9","positive","prostředí","18","",""
"1690","Pivečko Radegast studené přísun dle potřeby","0","positive","Pivečko Radegast","16","food","positive"
"1693","Sem už nejdu","","","","","anecdotes/miscellaneous","negative"
"768","Nejsem žádný velký jedlík, ale toto jsem pomalým tempem snědl za 5 min, jak toho bylo málo","","","","","food","negative"
"769","Někdy při páté navštěvě jsem ale začínal mít pocit, že něco vázne a já se obávám, že s odchodem jedné významné osoby z osazenstva obsluhy bylo dílo dokonáno a ""U Štěpána"" to začíná upadat a chřadnout","130","negative","obsluhy","137","service","negative"
"","","","","","","anecdotes/miscellaneous","negative"
"1688","P. vedoucí byl příjemný","0","positive","P. vedoucí ","11","service","positive"
"1689","Pajzl o kterém si myslim, že je to jedna Velká popelnice bordelu, smradu a nechutnosti","0","negative","Pajzl","5","anecdotes/miscellaneous","negative"
"1683","Obdržela jsem voucher darem, rezervace proběhla v pořádku, ale to bylo asi jediné","14","positive","voucher","21","anecdotes/miscellaneous","positive"
"1684","Obdrželi jsme voucher do této restaurace darem","14","neutral","voucher","21","anecdotes/miscellaneous","neutral"
"","","30","neutral","restaurace","40","",""
"1685","Objednání proběhlo bez jakýchkoliv komplikací","","","","","anecdotes/miscellaneous","positive"
"1686","Obsluha - takové malé tlusté arogantní prase za barem","0","negative","Obsluha","7","service","negative"
"754","návštěvě jsem si objednala žebra - nejhorší žebra co jsem jedla, vysušený kus masa, jako kámen, tymián to nevidělo, přítel byl opět spokojen","78","negative","masa","82","food","negative"
"","","44","negative","žebra","49","",""
"","","27","negative","žebra","32","",""
"","","96","negative","tymián","102","",""
"755","Návštěvu vřele DOPORUČUJI","","","","","anecdotes/miscellaneous","positive"
"751","Nás v hospode u Štěpána bolo 10 ľudí, nikto z nás sa nesťažoval, všetko bolo ok a to sme si každý dali niečo iné, aby sme si vzájomne mohli ochutnať","","","","","anecdotes/miscellaneous","positive"
"1682","O týden později mu tedy píši mail, že chci za týden rezervaci","","","","","",""
"1681","Nikdy více, ještě mi zbyl jeden voucher, ale nikdo mě tam již víc nedostane","32","negative","voucher","39","anecdotes/miscellaneous","negative"
"756","Nebe na jazyku","","","","","anecdotes/miscellaneous","positive"
"1678","NEDOPORUČUJI!","","","","","anecdotes/miscellaneous","negative"
"1679","Nekuřácká část je spíše jakýsi malý neútulný sklep","0","negative","Nekuřácká část","14","ambience","negative"
"1676","Navštívili jsme restauraci s voucherem na řízečky","42","neutral","řízečky","49","food","neutral"
"","","29","neutral","voucherem","38","anecdotes/miscellaneous","neutral"
"","","16","neutral","restauraci","26","",""
"10346","Pivko je OK, studené, čistá sklenice. pak dostanu jídelní lístek ve formátu ""wall of text"" na A4, kde má býti jediná orientace asi dvacet různých barev a deset druhů písma - totálně nepřehledné..majitel či manažer restaurace tenhle jídelák asi musel dělat když frčel na LSD.","195","negative","majitel","202","service","positive"
